TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"13-28541-2024","2024-11-25 15:11:58","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Nad Al Shiba Second","Land","","1000000","1425.9","1425.9","","","","","","0","0","",""
"13-28542-2024","2024-11-25 11:26:28","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","REMRAAM","Unit","Flat","532480","71.89","71.89","1 B/R","G-98","","","Motor City","0","0","","REMRAAM"
"13-28543-2024","2024-11-25 12:44:49","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MUDON","Land","Residential","2600000","187.2","187.2","","","","","Dubai Cycling Course","0","0","","ARABELLA 2 - TOWNHOUSES AT MUDON"
"13-28545-2024","2024-11-25 11:50:12","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","2960000","124.32","124.32","1 B/R","B1-1250","Palm Jumeirah","Marina Mall","Burj Al Arab","0","0","",""
"13-28546-2024","2024-11-25 11:46:05","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Mirdif","Unit","Flat","1363555.67","235.31","235.31","3 B/R","B-392, B-393","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","MIRDIF HILLS- JANAYEN AVENUE "
"13-28547-2024","2024-11-25 11:39:41","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2586400","144.68","144.68","3 B/R","L1-40","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","","BAY CENTRAL WEST & CENTRAL TOWERS"
"13-28548-2024","2024-11-25 12:04:01","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","SOBHA HEARTLAND","Unit","Flat","1611200","84.72","84.72","1 B/R","P5-35","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Sobha Hartland Waves Grande"
"13-28549-2024","2024-11-25 11:47:55","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Office","21000000","414.77","414.77","Office","B1-050 TO B1-057,B1-059","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","0","0","","BD BOULEVARD PLAZA"
"13-28551-2024","2024-11-25 11:49:13","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES I","Land","Residential","4680000","722.51","722.51","","","","","Motor City","0","0","","Arabian Ranches - Alvorada III"
"13-28552-2024","2024-11-25 12:26:52","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","2378304.95","429.82","429.82","3 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 11"
"13-28553-2024","2024-11-25 13:43:34","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1251900","160.08","160.08","2 B/R","2B43","Marina Towers","Marina Mall","Burj Al Arab","0","0","","MAG218"
"13-28555-2024","2024-11-25 15:12:05","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Mushrif","Land","Government Housing","790000","1270.23","1270.23","","","","","","0","0","",""
"13-28556-2024","2024-11-25 15:12:16","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Madinat Hind 4","Land","","1000000","825.75","825.75","","","","","","0","0","",""
"13-28557-2024","2024-11-25 12:00:35","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MUDON","Land","Residential","3540400","297.5","297.5","","","","","","0","0","","MUDON"
"13-28558-2024","2024-11-25 11:48:32","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","TOWN SQUARE","Building","Villa","2120000","205.74","205.74","3 B/R","","","","Dubai Cycling Course","0","0","","TOWN SQUARE ZAHRA"
"13-28559-2024","2024-11-25 12:05:04","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","992160","86.67","86.67","1 B/R","P2-105","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","ELITE BUSINESS BAY RESIDENCE"
"13-28560-2024","2024-11-25 12:41:06","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1560128","180.93","180.93","2 B/R","B2-111","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","CAPITAL BAY  A"
"13-28561-2024","2024-11-25 15:11:48","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Aweer First","Land","","1000000","746.76","746.76","","","","","","0","0","",""
"13-28562-2024","2024-11-25 14:23:04","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Flat","1494600","107.6","107.6","1 B/R","B-316","Al Sufouh","Mall of the Emirates","Burj Al Arab","0","0","","ROYAL AMWAJ"
"13-28563-2024","2024-11-25 12:12:02","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","922080","74.89","74.89","1 B/R","B-54","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","THE HAVEN RESIDENCES "
"13-28565-2024","2024-11-25 12:13:37","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","4850000","271.25","271.25","4 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","0","0","","Maple III"
"13-28566-2024","2024-11-25 12:50:26","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Mirdif","Unit","Flat","910720","73.97","73.97","1 B/R","B2-126","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","","MIRDIF HILLS- AL MULTAQA AVENUE"
"13-28567-2024","2024-11-25 12:27:13","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","500000","133.15","133.15","2 B/R","B-122","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","BELGRAVIA"
"13-28568-2024","2024-11-25 12:40:45","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","LIWAN","Unit","Flat","1165510","128.95","128.95","2 B/R","G-57","","","IMG World Adventures","0","0","",""
"13-28569-2024","2024-11-25 12:41:26","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","510000","63.65","63.65","1 B/R","P3-104","Dubai Internet City","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Lavender "
"13-28570-2024","2024-11-25 12:36:57","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARJAN","Unit","Flat","285000","46.14","46.14","Studio","WG-103","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","LINCOLN PARK"
"13-28571-2024","2024-11-25 13:00:45","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 2 & 3","Unit","Flat","560000","74.83","74.83","1 B/R","P-01","Rashidiya Metro Station","City Centre Mirdif","","0","0","",""
"13-28572-2024","2024-11-25 14:17:13","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Khawaneej First","Land","Government Housing","7400000","1184.89","1184.89","","","","","","0","0","",""
"13-28573-2024","2024-11-25 12:53:59","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","1484000","174.8","174.8","","","","","","0","0","","DAMAC HILLS (2) - PACIFICA "
"13-28574-2024","2024-11-25 13:04:10","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MBR DISTRICT 7","Unit","Flat","572400","38.44","38.44","Studio","G-82","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","MAG EYE Phase 1"
"13-28575-2024","2024-11-25 13:54:12","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","1210000","104.67","104.67","2 B/R","31.","Dubai Internet City","Marina Mall","Burj Al Arab","0","0","",""
"13-28576-2024","2024-11-25 13:01:34","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","542720","34.78","34.78","Studio","B1-29","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Riviera 25"
"13-28577-2024","2024-11-25 14:34:28","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1078395","90.59","90.59","1 B/R","B-475","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","AL HABTOOR CITY"
"13-28580-2024","2024-11-25 12:36:52","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","1944000","86.28","86.28","1 B/R","B2-34","Business Bay Metro Station","Dubai Mall","Burj Khalifa","0","0","","BLVD HEIGHTS"
"13-28581-2024","2024-11-25 13:05:00","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JADDAF WATERFRONT","Unit","Flat","763200","91.25","91.25","2 B/R","B2-42","Al Jadaf Metro Station","Dubai Mall","Dubai International Airport","0","0","","THE PEARL"
"13-28582-2024","2024-11-25 13:52:35","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","630000","149.72","149.72","2 B/R","B-48","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","OLYMPIC PARK 1"
"13-28583-2024","2024-11-25 14:11:54","Mortgage","Mortgage Registration","Ready","Non Free Hold","Residential","Al Aweer First","Land","","1000000","763.84","763.84","","","","","","0","0","",""
"13-28584-2024","2024-11-25 13:49:12","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","1322880","123.19","123.19","2 B/R","L1-C016","","","Motor City","0","0","","DAMAC HILLS - CARSON "
"13-28585-2024","2024-11-25 13:50:29","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","540000","70.75","70.75","1 B/R","P2-489","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","MARINA PINNACLE"
"13-28586-2024","2024-11-25 13:52:40","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","1759600","170.04","170.04","2 B/R","","","","IMG World Adventures","0","0","","Villanova Amaranta "
"13-28587-2024","2024-11-25 13:17:47","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2500000","167.29","167.29","3 B/R","3F-140, 3F-141","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","0","0","","5242"
"13-28588-2024","2024-11-25 13:18:14","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DAMAC HILLS","Unit","Flat","1543360","139.79","139.79","2 B/R","T6-UP1-05","","","Motor City","0","0","","DAMAC HILLS - LORETO"
"13-28589-2024","2024-11-25 15:06:22","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","888000","75.31","75.31","1 B/R","L3-22","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","BURJ AL NUJOOM"
"13-28593-2024","2024-11-25 14:04:52","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","TOWN SQUARE","Unit","Flat","1317760","131.85","131.85","3 B/R","P-430","","","Dubai Cycling Course","0","0","","TOWN SQUARE SAFI"
"13-28594-2024","2024-11-25 13:47:10","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARJAN","Unit","Flat","525760","70.64","70.64","1 B/R","P-66","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","LINCOLN PARK"
"13-28596-2024","2024-11-25 14:42:00","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Nad Al Hamar","Unit","Flat","1208400","137.96","137.96","2 B/R","G-01","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"13-28597-2024","2024-11-25 14:59:14","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","526820","101.65","101.65","2 B/R","P1 E 98","","","IMG World Adventures","0","0","","SKY COURTS"
"13-28598-2024","2024-11-25 14:02:56","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","1102400","86.59","86.59","1 B/R","122","Dubai Internet City","Marina Mall","Burj Al Arab","0","0","",""
"13-28601-2024","2024-11-25 14:22:50","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","Al Kifaf","Unit","Flat","1908000","140.04","140.04","2 B/R","B3-177","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","0","0","","1 Residences "
"13-28602-2024","2024-11-25 14:48:13","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 2 & 3","Unit","Flat","381600","72.45","72.45","1 B/R","B2-64","Rashidiya Metro Station","City Centre Mirdif","","0","0","","RITZ RESIDENCE"
"13-28603-2024","2024-11-25 14:00:02","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","819000","39.93","39.93","Studio","B4-19","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","ME DO RE"
"13-28605-2024","2024-11-25 14:46:55","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MBR DISTRICT 1","Unit","Flat","1356800","71.99","71.99","1 B/R","L2-0211","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Mohammed Bin Rashid Al Maktoum City , District One Phase III  , Residences 15"
"13-28606-2024","2024-11-25 15:05:56","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES I","Land","Residential","3135000","816.25","816.25","","","","","Motor City","0","0","","Arabian Ranches - Alvorada III"
"13-28607-2024","2024-11-25 13:50:02","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1428000","104.13","104.13","2 B/R","B-44","Noor Bank Metro Station","Mall of the Emirates","IMG World Adventures","0","0","","Golf Suites - Dubai Hills"
"13-28608-2024","2024-11-25 14:08:16","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","3000000","323.18","323.18","4 B/R","","Noor Bank Metro Station","Mall of the Emirates","IMG World Adventures","0","0","","Club Villas at Dubai Hills"
"13-28610-2024","2024-11-25 14:08:18","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES III","Building","Villa","2920000","249.55","249.55","4 B/R","","","","Hamdan Sports Complex","0","0","","Arabian Ranches lll - Ruba"
"13-28611-2024","2024-11-25 14:52:42","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","MIRA","Building","Villa","2454400","284.85","284.85","3 B/R","","","","Dubai Cycling Course","0","0","","REEM - MIRA OASIS COMMUNITY PHASE 3"
"13-28612-2024","2024-11-25 14:52:40","Mortgage","Mortgage Registration","Ready","Free Hold","Residential","ARABIAN RANCHES I","Land","Residential","1530000","599.87","599.87","","","","","Global Village","0","0","",""
"14-1423-2024","2024-11-25 08:33:27","Mortgage","Modify Mortgage","Ready","Non Free Hold","Commercial","Naif","Land","Commercial","46800000","607.96","607.96","","","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","0","0","",""
"14-1438-2024","2024-11-25 04:45:49","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Flat","1800000","175.45","175.45","3 B/R","B80/81","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","0","0","",""
"14-1458-2024","2024-11-25 09:18:20","Mortgage","Modify Mortgage","Ready","Free Hold","Commercial","JUMEIRAH ISLANDS","Land","Commercial","6370000","1303.27","1303.27","","","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","",""
"14-1459-2024","2024-11-25 08:39:26","Mortgage","Modify Mortgage","Ready","Non Free Hold","Residential","Al Barshaa South First","Land","Residential","300000","1114.84","1114.84","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","0","0","",""
"14-1460-2024","2024-11-25 08:34:55","Mortgage","Modify Mortgage","Ready","Non Free Hold","Residential","Al Aweer First","Land","","850000","1255.26","1255.26","","","","","","0","0","",""
"14-1461-2024","2024-11-25 13:03:51","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1650089","153.97","153.97","2 B/R","DMCC-2194","Damac Properties","Marina Mall","Burj Al Arab","0","0","",""
"14-1462-2024","2024-11-25 11:57:00","Mortgage","Modify Mortgage","Ready","Free Hold","Commercial","PALM JUMEIRAH","Land","Commercial","35000000","839.86","839.86","","","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","",""
"14-1463-2024","2024-11-25 12:01:32","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","VILLANOVA","Building","Villa","1600000","148.12","148.12","2 B/R","","","","IMG World Adventures","0","0","","Villanova Amaranta "
"14-1464-2024","2024-11-25 12:02:49","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","7014000","289.62","289.62","Office","B5-354 TO B5-358","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","THE OPUS BY OMNIYAT"
"14-1465-2024","2024-11-25 15:06:49","Mortgage","Modify Mortgage","Ready","Free Hold","Residential","DUBAI HILLS","Building","Villa","3480000","202.84","202.84","3 B/R","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","0","0","","Maple III"
"190-2715-2024","2024-11-25 10:13:04","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Land","Residential Flats","10000000","696.81","696.81","","","","","","0","0","","Address Hillcrest"
"190-2738-2024","2024-11-25 08:03:34","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","885500","146.37","146.37","","","","","","0","0","","DAMAC LAGOONS - MALTA (1)"
"190-2744-2024","2024-11-25 11:08:04","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","888000","152.87","152.87","","","","","","0","0","","DAMAC LAGOONS - MALTA (1)"
"190-2752-2024","2024-11-25 08:08:54","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","735720","150.91","150.91","","","","","","0","0","","DAMAC HILLS (2) - CAMELIA"
"190-2764-2024","2024-11-25 08:48:08","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","3000000","126.01","126.01","3 B/R","B1-111, B1-112","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","0","0","","Burj Crown"
"190-2766-2024","2024-11-25 09:44:46","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","1204160","108.32","108.32","2 B/R","GZ4A19","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","MIDTOWN - NOOR"
"190-2767-2024","2024-11-25 10:36:21","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","REMRAAM","Unit","Flat","1087270","113.19","113.19","2 B/R","A15-G-153","","","Motor City","0","0","","Remraam - Al Ramth"
"190-2768-2024","2024-11-25 10:30:28","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH GOLF","Unit","Flat","1980000","167.91","167.91","3 B/R","PH2-1LG-31, 1LG-32","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","ALandalus Building D"
"190-2769-2024","2024-11-25 11:27:09","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","THE FIELD","Building","Villa","2226000","187.2","187.2","4 B/R","","","","IMG World Adventures","0","0","","THE FIELDS AT D11 - MBRMC"
"190-2770-2024","2024-11-25 11:47:16","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Wadi Al Safa 7","Unit","Flat","197400","32.92","32.92","Studio","B-129","","","","0","0","","RUKAN"
"190-2771-2024","2024-11-25 14:56:36","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1185000","117.09","117.09","2 B/R","G-19","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Luma22"
"190-2772-2024","2024-11-25 12:35:24","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1760000","110.92","110.92","2 B/R","B-74","Noor Bank Metro Station","Mall of the Emirates","IMG World Adventures","0","0","","Golf ville"
"190-2773-2024","2024-11-25 11:54:04","Mortgage","Delayed Mortgage","Ready","Non Free Hold","Residential","SILICON OASIS","Unit","Flat","808960","88.54","88.54","1 B/R","G-45","","","IMG World Adventures","0","0","","MAS TOWER"
"190-2774-2024","2024-11-25 12:21:37","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","1047280","96.87","96.87","2 B/R","G-78","","","Motor City","0","0","","CELIA RESIDENCE"
"190-2775-2024","2024-11-25 13:59:51","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","JADDAF WATERFRONT","Unit","Flat","763200","42.58","42.58","1 B/R","B3-05","Al Jadaf Metro Station","Dubai Mall","Dubai International Airport","0","0","","Boutique Xll"
"190-2776-2024","2024-11-25 14:28:51","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1356800","60.11","60.11","1 B/R","B2-2352","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","0","0","","PARK RIDGE"
"190-2777-2024","2024-11-25 13:39:17","Mortgage","Delayed Mortgage","Ready","Free Hold","Residential","Zaabeel Second","Unit","Flat","3500000","151.54","151.54","3 B/R","P3-212,P3-213","Financial Centre","Dubai Mall","Burj Khalifa","0","0","","Downtown Views II"
"219-365-2024","2024-11-25 07:16:34","Gifts","Grant on Delayed Sell","Ready","Free Hold","Residential","ARABIAN RANCHES III","Building","Villa","2400089.16","128.94","128.94","3 B/R","","","","Global Village","0","0","","Arabian Ranches III - SUN"
"219-367-2024","2024-11-25 13:13:13","Gifts","Grant on Delayed Sell","Ready","Free Hold","Residential","AL FURJAN","Unit","Hotel Apartment","785144.68","31.15","31.15","Studio","P2-29","ENERGY Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","Azizi Pearl"
"219-368-2024","2024-11-25 13:35:31","Gifts","Grant on Delayed Sell","Ready","Free Hold","Residential","AL FURJAN","Unit","Hotel Apartment","961347.27","31.15","31.15","Studio","P2-32","ENERGY Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","Azizi Pearl"
"219-369-2024","2024-11-25 13:34:02","Gifts","Grant on Delayed Sell","Ready","Free Hold","Residential","AL FURJAN","Unit","Hotel Apartment","786025.52","31.05","31.05","Studio","P2-28","ENERGY Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","Azizi Pearl"
"41-23078-2024","2024-11-25 11:34:13","Sales","Delayed Sell","Ready","Free Hold","Commercial","Palm Deira","Land","Commercial","2500000","267.14","2671.43","","","","","","1","1","",""
"41-23082-2024","2024-11-25 11:42:59","Sales","Delayed Sell","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2353571","75.29","105.4","2 B/R","P2-39","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","2","5","","TERRACES MARASI DRIVE"
"41-23086-2024","2024-11-25 09:08:55","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2140000","144.03","144.03","","","","","","1","2","","DAMAC LAGOONS - NICE 2"
"41-23087-2024","2024-11-25 10:34:37","Sales","Delayed Sell","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","533428","39.37","39.37","Studio","B2-58","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","2","3","","PANTHEON ELYSEE"
"41-23090-2024","2024-11-25 09:42:57","Sales","Delayed Sell","Ready","Free Hold","Residential","PALM JUMEIRAH","Unit","Hotel Apartment","1200000","32.93","32.93","Studio","B1-87","Palm Jumeirah","Marina Mall","Burj Al Arab","1","1","","Seven Hotel and Apartments The Palm"
"41-23092-2024","2024-11-25 10:44:13","Sales","Delayed Sell","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","545480","40.28","40.28","Studio","B1-133","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","3","","PANTHEON ELYSEE"
"41-23094-2024","2024-11-25 08:48:00","Sales","Delayed Sell","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","3900000","126.01","126.01","3 B/R","B1-111, B1-112","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","1","1","","Burj Crown"
"41-23096-2024","2024-11-25 09:44:35","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI PRODUCTION CITY","Unit","Flat","1420000","108.32","108.32","2 B/R","GZ4A19","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","1","1","","MIDTOWN - NOOR"
"41-23121-2024","2024-11-25 05:21:47","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2200000","144.09","144.09","","","","","","2","1","","DAMAC LAGOONS - COSTA BRAVA (2)"
"41-23122-2024","2024-11-25 05:09:57","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","3500000","250.8","250.8","","","","","","1","1","","DAMAC LAGOONS - SANTORINI (1)"
"41-23123-2024","2024-11-24 22:30:00","Sales","Delayed Sell","Ready","Free Hold","Residential","Nad Al Shiba First","Land","Villa","18232000","669.62","669.62","","","","","","1","1","","Nad Al Sheba Gardens Phase 5"
"41-23126-2024","2024-11-25 05:12:11","Sales","Delayed Sell","Ready","Free Hold","Commercial","Jabal Ali First","Land","Commercial","35400000","17396.68","17396.68","","","ENERGY Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","2","1","",""
"41-23127-2024","2024-11-25 10:18:47","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fourth","Land","Land","36000000","1305.27","1305.27","","","","","","2","1","","Alaya"
"41-23132-2024","2024-11-25 10:17:02","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2190000","144","144","","","","","","1","1","","DAMAC LAGOONS - NICE 2"
"41-23133-2024","2024-11-25 11:21:49","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2200000","144","144","","","","","","1","1","","DAMAC LAGOONS - PORTOFINO"
"41-23134-2024","2024-11-25 10:36:11","Sales","Delayed Sell","Ready","Free Hold","Residential","REMRAAM","Unit","Flat","1275000","113.19","113.19","2 B/R","A15-G-153","","","Motor City","1","1","","Remraam - Al Ramth"
"41-23139-2024","2024-11-25 10:29:11","Sales","Delayed Sell","Ready","Free Hold","Residential","JUMEIRAH GOLF","Unit","Flat","2475000","167.91","167.91","3 B/R","PH2-1LG-31, 1LG-32","Damac Properties","Marina Mall","Sports City Swimming Academy","1","2","","ALandalus Building D"
"41-23141-2024","2024-11-25 10:25:02","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Third","Land","Residential","19396000","696.1","696.1","","","","","","2","1","","DAMAC HILLS - CAVALLI ESTATES"
